subscription_id,customer_id,user_id,plan_id,plan_amount,plan_currency,plan_interval,status,created,current_period_start,current_period_end,cancel_at_period_end,canceled_at,trial_start,trial_end,metadata
sub_01a5db34065086,cus_832c3a490aaba5,10971,price_302edc94aecb9f,2900,eur,month,active,2025-01-06 22:55:18.689257,2025-01-06 23:02:18.689257,2025-02-05 23:02:18.689257,False,,,2025-01-06 23:02:18.689257,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_872988cb54c2ef,cus_2777f42486ac29,10975,price_162bc7503af10c,29900,Eur,month,active,2025-01-07 22:55:23.177835,2025-01-07 23:14:23.177835,2025-02-06 23:14:23.177835,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_72241b3ea09e53,cus_14f040833fd12e,10982,price_5973f3f3d93d7c,29900,GBP,year,active,2025-01-31 10:51:17.688322,2025-01-31 10:55:17.688322,2025-03-02 10:55:17.688322,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_ae520bd747d021,cus_caf74b9f1ae0b0,10986,price_4c4985c5713e89,2900,USD,month,active,2025-01-17 06:37:50.510239,2025-01-17 06:49:50.510239,2025-02-16 06:49:50.510239,False,,,,"{""source"": ""google_ads"", ""archetype"": ""casual_explorer""}"
sub_9b2170229cbf69,cus_d4b5de141b11c1,11002,price_dc5d19316b26ed,19900,GBP,month,active,2025-01-13 01:53:53.991030,2025-01-13 02:07:53.991030,2025-02-12 02:07:53.991030,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_1b7082619ed590,cus_30e5c3f7aeef1e,11007,price_87d94ada23efe8,29900,eur,month,active,2025-01-29 07:17:08.316536,2025-01-29 07:18:08.316536,2025-02-28 07:18:08.316536,False,,,2025-01-29 07:18:08.316536,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_76eeb1c1a0cd87,cus_de9ceedbea9b13,11012,price_1f71116b533a25,19900,eur,month,active,2025-02-11 07:51:17.049055,2025-02-11 07:57:17.049055,2025-03-13 07:57:17.049055,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_7bbbcb947ac5e7,cus_6a7606785fc140,11014,price_9818720646716d,2900,USD,month,active,2025-01-19 09:05:40.641533,2025-01-19 09:24:40.641533,2025-02-18 09:24:40.641533,False,,2025-01-09 09:24:40.641533,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_a6827026da7b46,cus_e83ff47c0e818c,11015,price_9602ea190fd7eb,19900,gbp,year,active,2025-01-29 19:29:00.199688,2025-01-29 19:35:00.199688,2025-02-28 19:35:00.199688,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_a7513ab6d9247e,cus_a07ad3d8f0124f,11023,price_318564b16d1d9c,29900,USD,year,active,2025-02-09 10:27:42.052662,2025-02-09 10:36:42.052662,2025-03-11 10:36:42.052662,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_ca0555a23f0c9d,cus_455ed363d546fb,11028,price_474b88d6590247,9900,eur,month,active,2025-01-30 04:48:34.898208,2025-01-30 05:12:34.898208,2025-03-01 05:12:34.898208,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_ca085341c86695,cus_2e7d05501d7873,11034,price_5eec9c4214f7dd,29900,GBP,year,active,2025-01-05 23:42:25.196413,2025-01-05 23:48:25.196413,2025-02-04 23:48:25.196413,False,,2024-12-26 23:48:25.196413,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_242ee0c9cf6177,cus_7e304bf75bfb87,11046,price_f746483a87c3ec,19900,USD,month,active,2025-01-19 03:47:52.895090,2025-01-19 03:48:52.895090,2025-02-18 03:48:52.895090,False,,,2025-01-19 03:48:52.895090,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_becdf3ceb8824b,cus_9859d260634227,11059,price_fb83a2c868722e,2900,gbp,year,past_due,2025-01-18 00:37:19.990805,2025-01-18 00:53:19.990805,2025-02-17 00:53:19.990805,False,,2025-01-05 00:53:19.990805,,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_a89fd337c3be64,cus_f1b85c6594d450,11065,price_e333f8cf4a821b,9900,usd,month,active,2025-01-08 23:44:56.044884,2025-01-09 00:14:56.044884,2025-02-08 00:14:56.044884,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_99afd51c6718e7,cus_e8b44311738040,11078,price_4644952492f27c,29900,gbp,year,active,2025-01-18 15:32:46.958683,2025-01-18 15:51:46.958683,2025-02-17 15:51:46.958683,False,,2025-01-05 15:51:46.958683,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_d850175c24f014,cus_9516d81927abb6,11081,price_b25bf80279f98e,19900,USD,year,active,2025-01-14 00:46:50.887173,2025-01-14 01:06:50.887173,2025-02-13 01:06:50.887173,False,,2025-01-02 01:06:50.887173,2025-01-14 01:06:50.887173,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_f8543adb79b521,cus_3045d82f4a6301,11082,price_778ad9ac992d9f,9900,eur,month,canceled,2025-01-12 04:39:03.487349,2025-01-12 05:00:03.487349,2025-02-11 05:00:03.487349,True,2025-02-16 03:02:50.774918,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_e78b89e81d3702,cus_3f6b8c3f59f7b9,11088,price_09d8e3965cd7d7,29900,usd,month,active,2025-01-13 21:52:56.437373,2025-01-13 22:18:56.437373,2025-02-12 22:18:56.437373,False,,,2025-01-13 22:18:56.437373,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_604699d6dc2c47,cus_9cf10dc377ba3a,11104,price_99448617e16ab5,29900,eur,month,active,2025-01-31 13:49:03.357593,2025-01-31 14:17:03.357593,2025-03-02 14:17:03.357593,False,,,2025-01-31 14:17:03.357593,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_19061bf885271b,cus_ca1c822dbe3dac,11129,price_698e4f333a7ba8,9900,Eur,year,active,2025-02-01 09:03:01.806917,2025-02-01 09:32:01.806917,2025-03-03 09:32:01.806917,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_3530dabf2a6250,cus_0dd78b8eeb00a3,11156,price_3f473825673eba,2900,GBP,month,active,2025-01-30 00:16:42.767301,2025-01-30 00:19:42.767301,2025-03-01 00:19:42.767301,False,,2025-01-17 00:19:42.767301,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_f3ec6b283f1e68,cus_42e9fb37393dfa,11162,price_f9698ea64f1269,4900,GBP,month,active,2025-01-12 09:02:02.185403,2025-01-12 09:22:02.185403,2025-02-11 09:22:02.185403,False,,2025-01-05 09:22:02.185403,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_bd72edf6b93814,cus_f8b65696bf4402,11166,price_c4e02cc638e628,9900,USD,month,active,2025-01-24 14:38:33.498242,2025-01-24 14:59:33.498242,2025-02-23 14:59:33.498242,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_3e70ce1a30fe7e,cus_7efcc0816cd8e4,11171,price_917b2c8974ef56,9900,USD,year,active,2025-01-07 20:50:12.444008,2025-01-07 21:14:12.444008,2025-02-06 21:14:12.444008,False,,2024-12-31 21:14:12.444008,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_b77c68d4d6e5de,cus_993a55462f7992,11184,price_04eb5aab15beea,29900,Eur,month,active,2025-01-27 06:12:54.380626,2025-01-27 06:25:54.380626,2025-02-26 06:25:54.380626,False,,2025-01-15 06:25:54.380626,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_8bec0c78c7f3ec,cus_7adcfb6a87dc11,11205,price_b315929d903298,29900,usd,year,active,2025-01-10 10:14:26.461140,2025-01-10 10:20:26.461140,2025-02-09 10:20:26.461140,False,,,2025-01-10 10:20:26.461140,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_4e1eede88251ed,cus_90dd4225f7b2fa,11206,price_cf59b599ab9d32,29900,USD,month,active,2025-02-11 08:54:47.313909,2025-02-11 09:10:47.313909,2025-03-13 09:10:47.313909,False,,2025-02-03 09:10:47.313909,2025-02-11 09:10:47.313909,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_ff5799857691d8,cus_0446355e8e1d1f,11209,price_702fb2427ac05b,29900,usd,year,active,2025-01-21 05:50:00.934290,2025-01-21 05:51:00.934290,2025-02-20 05:51:00.934290,False,,2025-01-10 05:51:00.934290,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_805dfb2407b81f,cus_245e6333a6325d,11210,price_68dc01950e344d,29900,USD,month,unpaid,2025-02-12 07:24:46.763047,2025-02-12 07:36:46.763047,2025-03-14 07:36:46.763047,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_2c1aca0b0489b7,cus_2f727b12a1f405,11217,price_1b1d365cc87522,19900,gbp,month,active,2025-02-08 17:51:31.489266,2025-02-08 18:04:31.489266,2025-03-10 18:04:31.489266,False,,2025-02-01 18:04:31.489266,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_7397eb114eb441,cus_662d564412a6cb,11232,price_3dcda82f3f8435,19900,gbp,month,active,2025-02-03 21:30:11.910169,2025-02-03 21:50:11.910169,2025-03-05 21:50:11.910169,False,,2025-01-20 21:50:11.910169,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_9f4c2caf4f7085,cus_c8d3718b252050,11237,price_a104078165ded1,9900,usd,month,active,2025-02-03 04:03:44.718265,2025-02-03 04:09:44.718265,2025-03-05 04:09:44.718265,False,,2025-01-21 04:09:44.718265,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_729e6d9257db7b,cus_1b5908dc249f78,11245,price_df4f265b6a1881,29900,usd,month,active,2025-03-09 00:51:06.311393,2025-03-09 00:54:06.311393,2025-04-08 00:54:06.311393,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_08d04e825112f2,cus_97e5d0ebd1d595,11255,price_384f715f65100b,29900,eur,month,active,2025-02-15 15:05:13.990815,2025-02-15 15:11:13.990815,2025-03-17 15:11:13.990815,False,,,2025-02-15 15:11:13.990815,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_7c98d4206af946,cus_7ec6f57e9a2c8f,11259,price_2d7f6fb5b7e8a5,29900,gbp,year,active,2025-01-07 02:15:39.367671,2025-01-07 02:44:39.367671,2025-02-06 02:44:39.367671,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_588aca4e667e4d,cus_f4990821cd4066,11266,price_6d0b259993f551,29900,Eur,year,active,2025-02-10 12:09:32.735847,2025-02-10 12:39:32.735847,2025-03-12 12:39:32.735847,False,,2025-02-03 12:39:32.735847,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_e463dd20e2cc48,cus_99fd71a7526f49,11276,price_c744eb04815ffb,19900,eur,year,active,2025-01-07 00:11:26.644073,2025-01-07 00:41:26.644073,2025-02-06 00:41:26.644073,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_c2b066ff05ceae,cus_2184742ad8492f,11281,price_e13af438c0cfcc,9900,Eur,month,active,2025-01-07 06:31:31.737415,2025-01-07 06:55:31.737415,2025-02-06 06:55:31.737415,False,,,2025-01-07 06:55:31.737415,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_67fda37ba1f579,cus_e41d23e8cf976d,11285,price_5d5b7e896477b3,4900,usd,year,active,2025-01-15 15:44:00.917331,2025-01-15 16:05:00.917331,2025-02-14 16:05:00.917331,False,,,2025-01-15 16:05:00.917331,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_a203c70d6ee506,cus_284df1252b2127,11292,price_d50ef2a44e1908,29900,GBP,year,past_due,2025-01-21 05:14:39.970875,2025-01-21 05:42:39.970875,2025-02-20 05:42:39.970875,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_c9871d2d4a3db0,cus_47729df3e4a6ff,11295,price_528a79a1e4219e,9900,gbp,month,active,2025-02-05 09:37:14.232889,2025-02-05 09:43:14.232889,2025-03-07 09:43:14.232889,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_f5c6d982017707,cus_70e05564ed9ac7,11296,price_6b7f44352fb8ea,9900,eur,month,active,2025-02-21 12:58:01.919618,2025-02-21 13:16:01.919618,2025-03-23 13:16:01.919618,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_4917586581c2ab,cus_c6ef7cda6d27ae,11298,price_f96e6a6e5e094f,19900,USD,month,active,2025-02-11 10:37:39.856444,2025-02-11 10:40:39.856444,2025-03-13 10:40:39.856444,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_d01f0989e20e4d,cus_f3e9edbe178153,11300,price_02b3c34cc7e6c8,19900,usd,month,active,2025-01-18 17:25:58.956118,2025-01-18 17:29:58.956118,2025-02-17 17:29:58.956118,False,,2025-01-04 17:29:58.956118,2025-01-18 17:29:58.956118,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_f544e9b84cd1be,cus_3755eaa584b015,11307,price_6f3e3ca94aabe9,19900,eur,year,active,2025-01-27 04:53:41.707392,2025-01-27 04:54:41.707392,2025-02-26 04:54:41.707392,False,,2025-01-19 04:54:41.707392,2025-01-27 04:54:41.707392,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_0d9c32a058be20,cus_1b50e0a6af5eec,11314,price_cd2ab8c299d9d7,19900,GBP,month,active,2025-01-11 23:41:42.658544,2025-01-12 00:11:42.658544,2025-02-11 00:11:42.658544,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_95a5572615f968,cus_4e7cc1e7284eb3,11315,price_46bdab156827a3,29900,usd,month,active,2025-02-14 00:11:55.542699,2025-02-14 00:30:55.542699,2025-03-16 00:30:55.542699,False,,2025-02-05 00:30:55.542699,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_94b9523ddd31d2,cus_2981ec208b395d,11317,price_933e2a3181880f,19900,GBP,month,active,2025-02-08 14:17:50.468309,2025-02-08 14:33:50.468309,2025-03-10 14:33:50.468309,False,,2025-01-30 14:33:50.468309,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_5d405e9963e55e,cus_e0196739db7643,11324,price_6ab217b6832d6d,29900,usd,month,active,2025-01-11 20:55:29.131843,2025-01-11 21:04:29.131843,2025-02-10 21:04:29.131843,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_904aeaaea06446,cus_b461c6773e51e3,11339,price_05ae7f10420395,29900,USD,month,active,2025-01-06 17:59:37.028266,2025-01-06 18:25:37.028266,2025-02-05 18:25:37.028266,False,,2024-12-25 18:25:37.028266,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_e3e0d8dae9c714,cus_3af9a909363ce6,11352,price_f2d74cf6e03445,9900,USD,month,active,2025-01-24 13:15:21.239869,2025-01-24 13:29:21.239869,2025-02-23 13:29:21.239869,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_07a4966f099981,cus_9706532e312a5a,11353,price_b724a35888fd41,2900,usd,month,active,2025-01-10 08:37:00.174770,2025-01-10 08:40:00.174770,2025-02-09 08:40:00.174770,False,,,2025-01-10 08:40:00.174770,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_113ca2591fe8e1,cus_01d3d00931d940,11359,price_0730a68683fa9e,9900,usd,year,active,2025-03-12 05:21:55.691501,2025-03-12 05:29:55.691501,2025-04-11 05:29:55.691501,False,,,2025-03-12 05:29:55.691501,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_debdbefe317dd2,cus_cb7afcf445c5a6,11361,price_dd307f3e7d48b6,29900,USD,year,active,2025-01-30 10:12:10.256651,2025-01-30 10:34:10.256651,2025-03-01 10:34:10.256651,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_ac7a595e74c4a6,cus_ca83b8ef483dcc,11377,price_3a0b17bbe5bbb2,19900,GBP,month,active,2025-02-01 22:35:19.616332,2025-02-01 22:52:19.616332,2025-03-03 22:52:19.616332,False,,2025-01-18 22:52:19.616332,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_ebcbc3050543ed,cus_f7fa0455789869,11382,price_931259fc6b9f44,29900,eur,month,active,2025-01-19 06:20:33.570080,2025-01-19 06:30:33.570080,2025-02-18 06:30:33.570080,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_b24ce0b58a5c3d,cus_66acf1394c98a2,11383,price_865fa097ad7464,29900,gbp,month,active,2025-01-19 21:25:59.330937,2025-01-19 21:54:59.330937,2025-02-18 21:54:59.330937,False,,,2025-01-19 21:54:59.330937,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_76fb6948939dd1,cus_a508bb6bb7cafd,11384,price_fdc1910d27fac9,19900,gbp,month,active,2025-02-09 06:56:53.403280,2025-02-09 07:06:53.403280,2025-03-11 07:06:53.403280,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_86322b1e693af9,cus_6a1417fcdf0e68,11385,price_2ca1133d8cccd5,4900,Eur,month,active,2025-01-16 09:40:00.269501,2025-01-16 09:48:00.269501,2025-02-15 09:48:00.269501,False,,,2025-01-16 09:48:00.269501,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_210852e765bbe9,cus_f5d6bd364a4398,11386,price_1e887e6f216cbe,29900,Eur,month,active,2025-01-25 12:08:33.611919,2025-01-25 12:26:33.611919,2025-02-24 12:26:33.611919,False,,,2025-01-25 12:26:33.611919,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_086e3cb44d04f2,cus_346892d8bb1eb8,11401,price_2b3f20c17d95f6,29900,Eur,year,active,2025-01-18 04:22:10.547517,2025-01-18 04:50:10.547517,2025-02-17 04:50:10.547517,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_704934e06b651e,cus_f52b8b142a938b,11410,price_6b5e2dbea01475,2900,USD,month,active,2025-02-04 02:13:32.419426,2025-02-04 02:33:32.419426,2025-03-06 02:33:32.419426,False,,2025-01-26 02:33:32.419426,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_475c02ccaf983e,cus_465c1e8fd3f29c,11414,price_12f8384058241a,2900,usd,year,active,2025-01-22 07:44:51.387251,2025-01-22 07:48:51.387251,2025-02-21 07:48:51.387251,False,,,2025-01-22 07:48:51.387251,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_0239157190eac9,cus_89430ab6ad6b3a,11418,price_0b0d501a00131d,19900,eur,month,canceled,2025-01-05 14:38:58.901997,2025-01-05 14:45:58.901997,2025-02-04 14:45:58.901997,True,2025-01-11 14:50:25.005268,2024-12-24 14:45:58.901997,2025-01-05 14:45:58.901997,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_90b0cabe82bf59,cus_a82b085ba07d5e,11425,price_0a06212697aac1,29900,GBP,year,active,2025-01-13 12:19:46.265569,2025-01-13 12:44:46.265569,2025-02-12 12:44:46.265569,False,,2025-01-03 12:44:46.265569,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_386d225bf4851b,cus_d3bea780b0219e,11449,price_baf0f6e0ac504e,4900,eur,month,active,2025-01-18 16:38:16.899150,2025-01-18 16:55:16.899150,2025-02-17 16:55:16.899150,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_dc2c24ac992b98,cus_25b3d28bf0b922,11452,price_1e830de60ade1a,4900,usd,year,past_due,2025-02-04 12:21:43.976774,2025-02-04 12:41:43.976774,2025-03-06 12:41:43.976774,False,,,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_b17553ac1355b4,cus_4bbfb992ab9bee,11461,price_1e07131dc26546,2900,Eur,year,past_due,2025-01-16 14:40:13.404915,2025-01-16 14:53:13.404915,2025-02-15 14:53:13.404915,False,,2025-01-03 14:53:13.404915,,"{""source"": ""google_ads"", ""archetype"": ""casual_explorer""}"
sub_a0f532c93b6681,cus_9a0c66abf04188,11468,price_8627273f6b5d88,2900,Eur,month,active,2025-01-16 10:54:57.226823,2025-01-16 11:01:57.226823,2025-02-15 11:01:57.226823,False,,,2025-01-16 11:01:57.226823,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_619bce61a4af77,cus_a9d096dd8d3d56,11471,price_d61b8dde08f863,29900,gbp,month,active,2025-01-28 00:16:02.360801,2025-01-28 00:23:02.360801,2025-02-27 00:23:02.360801,False,,2025-01-15 00:23:02.360801,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_bb187b1d0ff33f,cus_e1f23ab98189d9,11482,price_bb9835af261601,29900,usd,month,active,2025-01-08 11:47:40.668764,2025-01-08 12:06:40.668764,2025-02-07 12:06:40.668764,False,,2024-12-28 12:06:40.668764,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_8bdbfeab7c696f,cus_9db5f1fe9b9854,11492,price_743a2d70141118,29900,USD,month,active,2025-01-30 12:35:32.899145,2025-01-30 12:52:32.899145,2025-03-01 12:52:32.899145,False,,2025-01-16 12:52:32.899145,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_bbc80e6e340fba,cus_e4e7b0c1506086,11508,price_73b82590358c80,4900,USD,month,active,2025-01-23 04:03:49.232313,2025-01-23 04:12:49.232313,2025-02-22 04:12:49.232313,False,,2025-01-12 04:12:49.232313,2025-01-23 04:12:49.232313,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_b7e795604ac572,cus_f4149c12667f42,11511,price_5c9eff24c9cd58,19900,USD,month,active,2025-02-08 19:18:25.703454,2025-02-08 19:41:25.703454,2025-03-10 19:41:25.703454,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_5185674e2cf233,cus_e6938be5aaea61,11513,price_0ea5036f5315ef,29900,gbp,month,active,2025-01-14 04:52:14.648532,2025-01-14 05:09:14.648532,2025-02-13 05:09:14.648532,False,,2025-01-02 05:09:14.648532,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_937f4ed5926ed4,cus_e4cb9ed6e88481,11516,price_e9ef5e05eaabbf,19900,Eur,month,unpaid,2025-01-23 01:18:00.292489,2025-01-23 01:37:00.292489,2025-02-22 01:37:00.292489,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_8ff5959e19eb0b,cus_dcc8cd46897c12,11521,price_440717663962a8,2900,gbp,month,active,2025-01-18 13:02:41.983848,2025-01-18 13:18:41.983848,2025-02-17 13:18:41.983848,False,,,2025-01-18 13:18:41.983848,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_015344a2c4abfe,cus_9b5eacce26edec,11524,price_2d19c1435a4d0a,2900,usd,month,active,2025-01-08 18:27:03.689993,2025-01-08 18:36:03.689993,2025-02-07 18:36:03.689993,False,,2024-12-30 18:36:03.689993,2025-01-08 18:36:03.689993,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_f9d7033aa035c9,cus_d8193d0925f014,11535,price_96da1c099d6ed4,29900,usd,month,active,2025-03-05 11:12:36.046490,2025-03-05 11:14:36.046490,2025-04-04 11:14:36.046490,False,,,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_e8661d31c109d4,cus_d32cc8597179cf,11540,price_e453ad8b36ffbc,29900,gbp,month,active,2025-01-03 22:52:53.458184,2025-01-03 23:01:53.458184,2025-02-02 23:01:53.458184,False,,,2025-01-03 23:01:53.458184,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_f04924cb73893e,cus_bfdddb58cefb7c,11543,price_878a437236eb42,9900,Eur,month,active,2025-02-01 11:59:08.015615,2025-02-01 12:00:08.015615,2025-03-03 12:00:08.015615,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_37cdfe69a68b1d,cus_f81b23af5fc088,11551,price_abff0e480007b7,19900,USD,month,active,2025-01-12 17:48:12.413341,2025-01-12 17:54:12.413341,2025-02-11 17:54:12.413341,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_7f27bdcff79934,cus_49e36df3bcb939,11558,price_83136946d874a9,19900,Eur,month,active,2025-01-26 20:13:21.256573,2025-01-26 20:27:21.256573,2025-02-25 20:27:21.256573,False,,,2025-01-26 20:27:21.256573,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_c51a04e2f64b6d,cus_467b96e997925c,11560,price_06db20b39305bc,4900,gbp,year,unpaid,2025-03-20 02:56:48.749635,2025-03-20 03:25:48.749635,2025-04-19 03:25:48.749635,False,,,,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_f3bff63efb96a8,cus_cdedf0740143f4,11563,price_c3101260f6200e,29900,GBP,month,active,2025-01-25 00:47:51.190550,2025-01-25 01:11:51.190550,2025-02-24 01:11:51.190550,False,,,2025-01-25 01:11:51.190550,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_8191709009426c,cus_bd984905910262,11570,price_def73d8b3be776,2900,eur,month,active,2025-02-16 08:06:40.919003,2025-02-16 08:12:40.919003,2025-03-18 08:12:40.919003,False,,,2025-02-16 08:12:40.919003,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_827eb398816a6c,cus_4b8fe604055675,11573,price_9f42964e7aab1d,29900,USD,year,active,2025-03-02 12:04:14.887639,2025-03-02 12:13:14.887639,2025-04-01 12:13:14.887639,False,,2025-02-19 12:13:14.887639,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_48636186eecf3e,cus_19ae6cd166f179,11577,price_81844fcff1a78b,9900,GBP,month,active,2025-02-09 11:51:20.788004,2025-02-09 12:03:20.788004,2025-03-11 12:03:20.788004,False,,,2025-02-09 12:03:20.788004,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_9f1b722774e057,cus_b416465ad05d27,11579,price_77e5ef0f54c296,19900,Eur,year,active,2025-01-03 14:47:27.605475,2025-01-03 15:04:27.605475,2025-02-02 15:04:27.605475,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_f257d2fc73f45a,cus_3c427f0734afe3,11589,price_3bfd5275255593,2900,gbp,month,active,2025-02-04 04:34:10.556075,2025-02-04 04:44:10.556075,2025-03-06 04:44:10.556075,False,,,2025-02-04 04:44:10.556075,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_b2228c1f7a603a,cus_117d821353dac0,11592,price_371128235ef053,19900,usd,month,active,2025-01-10 16:57:26.866838,2025-01-10 17:22:26.866838,2025-02-09 17:22:26.866838,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_887bafebaa92f6,cus_48240ceb77cf43,11597,price_ba2a1bcd2f10ce,19900,gbp,month,active,2025-01-03 06:56:05.154844,2025-01-03 06:58:05.154844,2025-02-02 06:58:05.154844,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_53ed12f6298872,cus_6e46f9dae0882e,11599,price_6f4d95858c136d,29900,USD,month,active,2025-02-02 05:02:01.717810,2025-02-02 05:25:01.717810,2025-03-04 05:25:01.717810,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
